track_name,artist,album,release_date,popularity,spotify_url,id,duration_min
"Alone, Pt. II",Alan Walker,"Alone, Pt. II",2019-12-27,70,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,0bMbDctzMmTyK2j74j3nF3,2.9842
Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,2012-09-10,82,https://open.spotify.com/track/7wMq5n8mYSKlQIGECKUgTX,7wMq5n8mYSKlQIGECKUgTX,3.37555
Titanium (feat. Sia),David Guetta,Nothing but the Beat 2.0,2012-09-10,60,https://open.spotify.com/track/2i1AVZAYLhrQTvzr1hu7Jt,2i1AVZAYLhrQTvzr1hu7Jt,4.084
Freaks,Jordan Clarke,Freaks,2019-02-25,0,https://open.spotify.com/track/44r4zta6P9flkhKaVnbsvG,44r4zta6P9flkhKaVnbsvG,2.9133333333333336
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10,70,https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe,2y5aJvzXhHPA94U5GFAcXe,4.094216666666667
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,The Twilight Saga: Breaking Dawn - Part 2 (Original Motion Picture Soundtrack),2012-11-09,67,https://open.spotify.com/track/7hn8Q8WAxFdL4aZ159GI7C,7hn8Q8WAxFdL4aZ159GI7C,5.098216666666667
I'm Not Her,Clara Mae,I'm Not Her,2017-11-10,53,https://open.spotify.com/track/2jRISGsO4RTm9CQVb1Jusn,2jRISGsO4RTm9CQVb1Jusn,3.2367333333333335
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',2015-10-14,74,https://open.spotify.com/track/5k5fWendNngd89O8JKoE8L,5k5fWendNngd89O8JKoE8L,2.9377666666666666
Story of My Life,One Direction,Midnight Memories (Deluxe),2013-11-25,87,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,4nVBt6MZDDP6tRVdQTgxJg,4.09155
Bad Girlfriend,Anne-Marie,Speak Your Mind (Deluxe),2018-04-27,55,https://open.spotify.com/track/11z8f8BH1WdIlFI9TNQ9mc,11z8f8BH1WdIlFI9TNQ9mc,3.4364333333333335
Hold On,Chord Overstreet,Hold On,2017-02-03,80,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,5vjLSffimiIP26QG5WcN2K,3.314216666666667
"Million To One - from the Amazon Original Movie ""Cinderella""",Camila Cabello,"Million To One (from the Amazon Original Movie ""Cinderella"")",2021-07-21,52,https://open.spotify.com/track/3lzYrD0WcgGFiAFKkB2shE,3lzYrD0WcgGFiAFKkB2shE,3.3943333333333334
Payphone,Maroon 5,Overexposed Track By Track,2012-01-01,86,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A,1XGmzt0PVuFgQYYnV2It7A,3.852883333333333
Fireflies,Nightcore Reality,Fireflies,2019-07-19,36,https://open.spotify.com/track/5KE6lHTUWeWxhHilA145PM,5KE6lHTUWeWxhHilA145PM,3.1333333333333333
Steal My Girl,One Direction,FOUR (Deluxe),2014-11-17,84,https://open.spotify.com/track/2Bs4jQEGMycglOfWPBqrVG,2Bs4jQEGMycglOfWPBqrVG,3.802216666666667
Halo,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,2008,77,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,2CvOqDpQIMw69cCzWqr5yr,4.352666666666667
Clarity,Zedd,Clarity,2012-01-01,78,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c,60wwxj6Dd9NJlirf84wr2c,4.523766666666667
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,Close To Me (feat. Swae Lee),2018-10-24,62,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,3.0437166666666666
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Icarus Falls,2018-12-14,84,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,3e7sxremeOE3wTySiOhGiP,3.9833333333333334
Mercy,Into The Nightcore,"Into The Nightcore, Vol. 8",2020-03-03,37,https://open.spotify.com/track/7ERJOJC84FjdPW9VWtzbRw,7ERJOJC84FjdPW9VWtzbRw,2.7252
You Need To Calm Down,Taylor Swift,Lover,2019-08-23,79,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,6RRNNciQGZEXnqk8SQ9yv5,2.856
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,2019-05-17,87,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,3.036
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),2019-05-10,76,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,3HVWdVOQ0ZA45FuZGSfvns,3.665766666666667
Intentions,Justin Bieber,Intentions,2020-02-07,69,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,364dI1bYnvamSnBJ8JcNzN,3.5478
Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,76,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,3.4906333333333333
Leave The Door Open,Bruno Mars,Leave The Door Open,2021-03-05,6,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,7MAibcTli4IisCtbHKrGMh,4.034933333333333
Dernière danse,Indila,Mini World,2014-01-01,81,https://open.spotify.com/track/65uoaqX5qcjXZRheAj1qQT,65uoaqX5qcjXZRheAj1qQT,3.5582166666666666
abcdefu,GAYLE,abcdefu,2021-08-13,76,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,4fouWK6XVHhzl78KzQ1UjL,2.810016666666667
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,1997,58,https://open.spotify.com/track/7F1yVPuJ4xRdrDvf8OL0HF,7F1yVPuJ4xRdrDvf8OL0HF,5.178433333333333
Airplanes (feat. Hayley Williams of Paramore),B.o.B,100 Greatest R&B,2019-11-22,45,https://open.spotify.com/track/47AUpATUatp72I5Ctmh8I4,47AUpATUatp72I5Ctmh8I4,3.00555
Impossible,Shontelle,No Gravity,2010-01-01,0,https://open.spotify.com/track/45EDI3rk0f4cAMt9f8b56R,45EDI3rk0f4cAMt9f8b56R,3.77555
Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),2015-10-23,55,https://open.spotify.com/track/6Q2JimwoGgG5W9HdmH1hmq,6Q2JimwoGgG5W9HdmH1hmq,2.8351
All Falls Down (feat. Juliander),Alan Walker,Different World,2018-12-14,66,https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl,1HvCFAUIWQsWV9zud3UhDl,3.3146666666666667
Sing Me to Sleep,Alan Walker,Different World,2018-12-14,65,https://open.spotify.com/track/1tfVpMI8G6EakZU4rEja4w,1tfVpMI8G6EakZU4rEja4w,3.13
Alone,Alan Walker,Different World,2018-12-14,76,https://open.spotify.com/track/3LlmKSHR3Rs0Y3KHQLAYDk,3LlmKSHR3Rs0Y3KHQLAYDk,2.673766666666667
Diamond Heart,Alan Walker,Different World,2018-12-14,62,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0,0nrWZWkJM62ftQJSI8fDc0,4.00555
everything i wanted,Billie Eilish,everything i wanted,2019-11-13,85,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,4.090416666666667
ocean eyes,Billie Eilish,dont smile at me,2017-12-22,85,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9,7hDVYcQq6MxkdJGweuCtl9,3.33965
FRIENDS,Marshmello,Speak Your Mind (Deluxe),2018-04-27,54,https://open.spotify.com/track/6IQCmIGaOxzjNNcwScETVD,6IQCmIGaOxzjNNcwScETVD,3.377
Call You Mine,The Chainsmokers,World War Joy,2019-12-06,69,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,2oejEp50ZzPuQTQ6v54Evp,3.6273333333333335
Something Just Like This,The Chainsmokers,Something Just Like This,2017-02-22,73,https://open.spotify.com/track/1dNIEtp7AY3oDAKCGg2XkH,1dNIEtp7AY3oDAKCGg2XkH,4.1271
All We Know,The Chainsmokers,All We Know,2016-09-29,71,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2rizacJSyD9S1IQUxUxnsK,3.2346666666666666
This Feeling,The Chainsmokers,Sick Boy,2018-12-14,74,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,3.2991
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,2021-03-19,81,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,3.30135
Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,81,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,3.8080333333333334
Purpose,Justin Bieber,Purpose (Deluxe),2015-11-13,66,https://open.spotify.com/track/2IjyFRCRn8x1bEquOM3vxg,2IjyFRCRn8x1bEquOM3vxg,3.502666666666667
The Heart Wants What It Wants,Selena Gomez,For You,2014-11-21,59,https://open.spotify.com/track/2dRvMEW4EwySxRUtEamSfG,2dRvMEW4EwySxRUtEamSfG,3.7893333333333334
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),2016-03-11,79,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1v1oIWf2Xgh54kIWuKsDf6,4.1471
idfc - Tarro Remix,blackbear,idfc (Tarro Remix),2016-10-17,59,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs,1wsZ0cp5He4Wm4yohNjwIs,4.143883333333333
Solo (feat. Demi Lovato),Clean Bandit,What Is Love? (Deluxe Edition),2018-11-30,71,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,3NuK5xMlSlB6K2Qp16zf3h,3.7117666666666667
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,76,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,27NovPIUIRrOZoCHxABJwK,3.533333333333333
Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,2016-04-07,70,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,2hgzdQdnfWwtdpZbhZlV72,3.6372333333333335
24/7,Celina Sharma,CECE,2021-10-08,2,https://open.spotify.com/track/304uzYXYjPulJpLRJzuesX,304uzYXYjPulJpLRJzuesX,3.0746333333333333
Infinity,Jaymes Young,Feel Something,2017-06-23,78,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,1SOClUWhOi8vHZYMz3GluK,3.962
Snowman - Slowed Down,Sia,Snowman (Slowed Down & Snowed In Remix),2021-10-29,47,https://open.spotify.com/track/6Ob0vkoBVpja3yLQkjCdpK,6Ob0vkoBVpja3yLQkjCdpK,3.004583333333333
Who I Am,Anne-Marie,Therapy,2021-07-23,44,https://open.spotify.com/track/1o8kO8YyMWRAeb9bE2AIxO,1o8kO8YyMWRAeb9bE2AIxO,2.54155
Love How It Hurts (feat. Tina Stachowiak),Axel Johansson,Love How It Hurts (feat. Tina Stachowiak),2020-05-29,44,https://open.spotify.com/track/2Y6wXxB9QpckJTkFkcUY3o,2Y6wXxB9QpckJTkFkcUY3o,3.33
Broken Angel,Arash,Superman,2014-11-04,0,https://open.spotify.com/track/6aTtl40Or1Mgx2pjcP1T9L,6aTtl40Or1Mgx2pjcP1T9L,3.2046666666666668
One Day - Feat. Helena,Arash,Superman,2014-11-04,0,https://open.spotify.com/track/7yZlAJrpOMY13mLjf9Tzv5,7yZlAJrpOMY13mLjf9Tzv5,3.5444333333333335
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,10,https://open.spotify.com/track/2Cd9iWfcOpGDHLz6tVA3G4,2Cd9iWfcOpGDHLz6tVA3G4,3.3771
Title,Meghan Trainor,Title (Deluxe),2015-01-12,64,https://open.spotify.com/track/0k5hoseEJnCAbpRh38dNoI,0k5hoseEJnCAbpRh38dNoI,2.9122166666666667
Be Somebody,Phil Good,Be Somebody,2018-09-14,38,https://open.spotify.com/track/2rRNyvQWYm0e2ckkuDTr7n,2rRNyvQWYm0e2ckkuDTr7n,3.1093333333333333
"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2017-01-06,2,https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd,2DpCdPMg1BADE4HDnxt3Rd,3.370433333333333
Enchanted,Taylor Swift,Speak Now,2010-10-25,72,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5,04S1pkp1VaIqjg8zZqknR5,5.87
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,78,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,1r9xUipOqoNwggBpENDsvJ,2.889683333333333
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,2019-06-28,78,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,1TQXIltqoZ5XXyfCbAeSQQ,3.295533333333333
Lot to Learn,Luke Christopher,TMRWFRVR,2017-07-28,50,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,2HzfRSfCogBSsgW2CckVA2,4.139766666666667
Heat Waves (with iann dior),Glass Animals,Heat Waves (with iann dior),2021-03-25,1,https://open.spotify.com/track/3pXVWgkWybiGchdKGYDgdl,3pXVWgkWybiGchdKGYDgdl,2.921683333333333
Him & I,G-Eazy,The Beautiful & Damned,2017-12-15,53,https://open.spotify.com/track/69MpAbCg0X0HVUoGcprfq7,69MpAbCg0X0HVUoGcprfq7,4.4811
Dandelions - slowed + reverb,Ruth B.,Dandelions (slowed + reverb),2021-08-27,67,https://open.spotify.com/track/6fhG2KJgwO7CrNflRaRmvp,6fhG2KJgwO7CrNflRaRmvp,4.4786166666666665
@ my worst,blackbear,@ my worst,2021-08-06,61,https://open.spotify.com/track/0mHGftgYtmpH4y17T3VZ2E,0mHGftgYtmpH4y17T3VZ2E,3.1894
Survivor,2WEI,Sequels,2018-09-20,4,https://open.spotify.com/track/29Y7wbrOvQlAwZQJM51ugW,29Y7wbrOvQlAwZQJM51ugW,3.2538666666666667
Fake,The Tech Thieves,Fake,2018-08-03,62,https://open.spotify.com/track/5d7P5eapBbN3gfce5ARfuh,5d7P5eapBbN3gfce5ARfuh,2.3529333333333335
Perfect,Ed Sheeran,÷ (Deluxe),2017-03-03,90,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,4.39
Barbie Girl,Aqua,Aquarium (Special Edition),1997-01-01,77,https://open.spotify.com/track/5ZrDlcxIDZyjOzHdYW1ydr,5ZrDlcxIDZyjOzHdYW1ydr,3.2993333333333332
Lollipop (Candyman),Aqua,Aquarium (Special Edition),1997-01-01,61,https://open.spotify.com/track/7hIKkllltXJFgGfUZbVazE,7hIKkllltXJFgGfUZbVazE,3.6104333333333334
Wannabe,Spice Girls,Spice,1996-01-01,82,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT,1Je1IMUlBXcx1Fz0WE7oPT,2.883766666666667
Bumpy Ride,Mohombi,MoveMeant (International),2010-01-01,73,https://open.spotify.com/track/71R6zJsrF3ffc3TBFHfivX,71R6zJsrF3ffc3TBFHfivX,3.7453333333333334
Follow Your Arrow,Kacey Musgraves,Same Trailer Different Park,2013-01-01,65,https://open.spotify.com/track/4CLPNURPcKztF9RRdcWLGP,4CLPNURPcKztF9RRdcWLGP,3.3273333333333333
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,77,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,58HvfVOeJY7lUuCqF0m3ly,3.074116666666667
Roses Are Red - Original Version,Aqua,Aquarium (Special Edition),1997-01-01,60,https://open.spotify.com/track/0tIqERCyX2ogv5Yn00kswb,0tIqERCyX2ogv5Yn00kswb,3.76555
Doctor Jones,Aqua,Aquarium (Special Edition),1997-01-01,67,https://open.spotify.com/track/6EBDmMZBQkWrj7jWlGhFU1,6EBDmMZBQkWrj7jWlGhFU1,3.3906666666666667
Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,78,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,78qd8dvwea0Gosb6Fe6j3k,2.2373166666666666
overwhelmed,Royal & the Serpent,Overwhelmed,2020-06-26,66,https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y,5jjZikDrEd0by1o7V3fO4y,2.6548833333333333
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,75,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG,07MDkzWARZaLEdKxo6yArG,2.711333333333333
Bad Boy (feat. Luana Kiara),Raaban,Bad Boy (feat. Luana Kiara),2018-08-24,65,https://open.spotify.com/track/64p6ua7zpf66s62StC2QLv,64p6ua7zpf66s62StC2QLv,3.1778833333333334
Tomboy,Destiny Rogers,Tomboy,2019-02-28,67,https://open.spotify.com/track/5Ti3fqGTfjUsSdylFNy0Ng,5Ti3fqGTfjUsSdylFNy0Ng,3.39075
The Spectre,Alan Walker,The Spectre,2017-09-15,74,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ,2DGa7iaidT5s0qnINlwMjJ,3.2297833333333332
Havana (feat. Young Thug),Camila Cabello,Camila,2018-01-12,83,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,3.621766666666667
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,81,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,3.1799833333333334
you broke me first,Tate McRae,you broke me first,2020-04-17,11,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,45bE4HXI0AwGZXfZtMp8JR,2.821083333333333
Woman Like Me (feat. Nicki Minaj),Little Mix,Woman Like Me (feat. Nicki Minaj),2018-10-12,55,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1,6rrTr2HEAzlpC4KWZxF3S1,3.8034333333333334
Older,Sasha Alex Sloan,Older,2018-11-09,72,https://open.spotify.com/track/52iLDrSoRtf9lcgFuLVfqE,52iLDrSoRtf9lcgFuLVfqE,3.18335
Ginseng Strip 2002,Yung Lean,Lavender,2013-08-16,2,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,79nEEoEPY2w8EXj9hjn5oc,2.56665
ROXANNE,Arizona Zervas,ROXANNE,2019-10-10,75,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,2.7272666666666665
Play,K-391,Play,2019-08-30,69,https://open.spotify.com/track/4jp4Z02kzzg8gK0NmDGgml,4jp4Z02kzzg8gK0NmDGgml,2.7996
MEMORIES!,347aidan,TROUBLED MEMORIES!,2021-06-18,70,https://open.spotify.com/track/27XMmSWSOXJ7eVb40tH93T,27XMmSWSOXJ7eVb40tH93T,2.2967666666666666
Toxic,BoyWithUke,Faded,2021-09-10,0,https://open.spotify.com/track/2kaNmAbqrtOf7Rdr3fnCWl,2kaNmAbqrtOf7Rdr3fnCWl,2.800333333333333
THATS WHAT I WANT,Lil Nas X,MONTERO,2021-09-17,77,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,0e8nrvls4Qqv5Rfa2UhqmO,2.39835
Woman,Doja Cat,Planet Her,2021-06-25,84,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,6Uj1ctrBOjOas8xZXGqKk4,2.8771
Burn Break Crash,Aanysa,Burn Break Crash,2016-11-04,42,https://open.spotify.com/track/7J9kqM3KFem6P3uSsyitIZ,7J9kqM3KFem6P3uSsyitIZ,3.7558666666666665
You Can't Stop the Girl - Film Mix,Bebe Rexha,Maleficent: Mistress of Evil (Original Motion Picture Soundtrack),2019-10-18,36,https://open.spotify.com/track/49b0RGtDQbjMEZefEV9DlJ,49b0RGtDQbjMEZefEV9DlJ,2.6622166666666667
In The End - Mellen Gi Remix,Tommee Profitt,In The End,2019-03-22,70,https://open.spotify.com/track/5rAUZy2eDdegBxUVYxePK2,5rAUZy2eDdegBxUVYxePK2,3.6364666666666667
Bring Me To Life,Evanescence,Fallen,2003-03-04,88,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,3.93155
All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),2002,79,https://open.spotify.com/track/4bJygwUKrRgq1stlNXcgMg,4bJygwUKrRgq1stlNXcgMg,3.574
Angel of Darkness - Video Mix,Alex C.,Angel of Darkness,2003-01-01,59,https://open.spotify.com/track/2p6yof8qYnSFB3gjnerrWs,2p6yof8qYnSFB3gjnerrWs,3.5851
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,76,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,4hQ6UGyWQIGJmHSo0J88JW,3.4650666666666665
My Head & My Heart,Ava Max,Heaven & Hell,2020-09-18,74,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,1KixkQVDUHggZMU9dUobgm,2.9126666666666665
Material Girl,Madonna,Celebration (double disc version),2009-09-18,74,https://open.spotify.com/track/22sLuJYcvZOSoLLRYev1s5,22sLuJYcvZOSoLLRYev1s5,4.004666666666667
Face Off,Tech N9ne,ASIN9NE,2021-10-08,64,https://open.spotify.com/track/6M47gaKejso9772SKTa3yH,6M47gaKejso9772SKTa3yH,3.6633666666666667
In My Feelings,Drake,Scorpion,2018-06-29,75,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,3.6320833333333336
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,85,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,49FYlytm3dAAraYgpoJZux,4.599766666666667
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Red Pill Blues (Deluxe),2018-06-15,74,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,3.92575
Don't Let Me Down,The Chainsmokers,Don't Let Me Down,2016-02-05,83,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK,1i1fxkWeaMmKEB4T7zqbzK,3.4728833333333333
Meet Me on the Battlefield,Nightcore Reality,Battlefield,2021-02-10,38,https://open.spotify.com/track/1XjeGxINZGahvoNJ69gcEt,1XjeGxINZGahvoNJ69gcEt,3.5833333333333335
Rumors,NEFFEX,Rumors,2017-04-26,70,https://open.spotify.com/track/7wOqBOryVGD3nqDUihDSwL,7wOqBOryVGD3nqDUihDSwL,4.126783333333333
everything sucks,vaultboy,everything sucks,2021-05-21,66,https://open.spotify.com/track/3z06k8YF9CqX0CGFrlekOK,3z06k8YF9CqX0CGFrlekOK,1.92335
Cool for the Summer,Demi Lovato,Confident,2015-01-01,79,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz,3uwnnTQcHM1rDqSfA4gQNz,3.5789833333333334
Walls Could Talk,Halsey,hopeless fountain kingdom (Deluxe),2017-06-02,4,https://open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,5ln5yQdUywVbf8HhFsOcd6,1.6964833333333333
Legends Never Die - (Remix),League of Legends,Legends Never Die (Remix),2017-11-02,66,https://open.spotify.com/track/66YtIqT0kN4958EXnCnAmE,66YtIqT0kN4958EXnCnAmE,2.786216666666667
Give Your Heart a Break,Demi Lovato,Unbroken,2011-01-01,73,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,3sP3c86WFjOzHHnbhhZcLA,3.422433333333333
Little Do You Know Beat Cry,Yagih Mael,Little Do You Know Beat Cry,2021-05-05,0,https://open.spotify.com/track/0Haf91qcvyZqPQLBQiaUuO,0Haf91qcvyZqPQLBQiaUuO,2.5677333333333334
Jiggle Jiggle (with Duke & Jones),Louis Theroux,Jiggle Jiggle (with Duke & Jones),2022-05-13,60,https://open.spotify.com/track/1I4lCSP69P74nU3a6Su5L2,1I4lCSP69P74nU3a6Su5L2,1.6201333333333334
Boyfriend,Dove Cameron,Boyfriend,2022-02-11,74,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj,59CfNbkERJ3NoTXDvoURjj,2.55
Rise Up,TheFatRat,Rise Up,2019-10-25,67,https://open.spotify.com/track/6inzGTxyGsXVjpVKtFGrcE,6inzGTxyGsXVjpVKtFGrcE,2.829266666666667
Thunder,Gabry Ponte,Thunder,2021-05-07,79,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,2USlegnFJLrVLpoVfPimKB,2.6666666666666665
Maybe My Soulmate Died,iamnotshane,Maybe My Soulmate Died,2022-06-15,0,https://open.spotify.com/track/7N1bEUVuQo8HHuikDgJ10c,7N1bEUVuQo8HHuikDgJ10c,1.90625
I Shot Cupid,Stela Cole,I Shot Cupid,2021-08-19,0,https://open.spotify.com/track/72vVa7iyvVtjeaNDJfVBYq,72vVa7iyvVtjeaNDJfVBYq,2.7368333333333332
Scars To Your Beautiful,Alessia Cara,Know-It-All,2015-11-13,81,https://open.spotify.com/track/0wI7QkCcs8FUQE1OkXUIqd,0wI7QkCcs8FUQE1OkXUIqd,3.8373333333333335
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,84,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,4h9wh7iOZ0GGn8QVp4RAOB,2.47475
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),2018-04-06,81,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,3.580766666666667
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,80,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV,0T5iIrXA4p5GsubkhuBIKV,2.962
Glimpse of Us,Joji,Glimpse of Us,2022-06-10,36,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ,6xGruZOHLs39ZbVccQTuPZ,3.8909333333333334
Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),J Balvin,Fast & Furious 8: The Album,2017-04-14,40,https://open.spotify.com/track/3BAWg71hTuj8Rq9CShHUNc,3BAWg71hTuj8Rq9CShHUNc,3.2506666666666666
Te Felicito,Shakira,Te Felicito,2022-04-21,74,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt,2rurDawMfoKP4uHyb2kJBt,2.8705833333333333
aftermath,vaultboy,aftermath,2021-09-03,57,https://open.spotify.com/track/4nzBST9JdZIy9qfilr93Po,4nzBST9JdZIy9qfilr93Po,2.7768166666666665
Peter Pan Was Right,Anson Seabra,Peter Pan Was Right,2022-04-29,65,https://open.spotify.com/track/2At18rPHOuTEjGEppwGV0A,2At18rPHOuTEjGEppwGV0A,3.208283333333333
